"date","aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3"
"2023-05-21T03:00:00.000Z",1,183.58,0,13.19,22.89,1.31,8.38,9.87,3.32
"2023-05-21T04:00:00.000Z",1,166.89,0.38,8.31,11.62,0.43,6.41,7.83,3.67
"2023-05-21T05:00:00.000Z",1,158.55,1.77,4.33,10.37,0.47,4.82,6.18,3.99
"2023-05-21T06:00:00.000Z",1,158.55,2.77,3.47,13.41,0.74,4.34,5.77,4.43
"2023-05-21T07:00:00.000Z",1,175.24,1.55,3.73,38.62,1.3,4.48,5.86,3.58
"2023-05-21T08:00:00.000Z",1,180.24,1.44,3.43,47.21,1.62,4.61,6,3.29
"2023-05-21T09:00:00.000Z",1,183.58,2.07,4.76,52.93,3.37,5.41,6.82,2.72
"2023-05-21T10:00:00.000Z",1,190.26,5.42,9.6,47.21,7.27,6.69,8.17,2.34
"2023-05-21T11:00:00.000Z",1,193.6,12.96,17.48,36.84,14.42,8.59,10.17,2.06
"2023-05-21T12:00:00.000Z",2,200.27,19.89,27.08,36.84,24.08,10.59,12.23,1.69
"2023-05-21T13:00:00.000Z",2,206.95,17.43,33.24,50.78,27.89,11.31,12.83,1.25
"2023-05-21T14:00:00.000Z",2,208.62,9.05,26.73,74.39,18.84,8.71,9.97,1.16
"2023-05-21T15:00:00.000Z",2,205.28,3.97,16.28,89.41,10.37,6.95,8.13,1.06
"2023-05-21T16:00:00.000Z",2,201.94,2.24,11.48,92.98,7.09,6.08,7.29,1.09
"2023-05-21T17:00:00.000Z",2,200.27,1.61,10.88,89.41,5.9,5.71,6.95,1.3
"2023-05-21T18:00:00.000Z",2,201.94,1.01,12,83.68,5.3,5.68,6.92,1.55
"2023-05-21T19:00:00.000Z",2,201.94,0.35,12.34,77.25,4.41,5.72,6.99,2.15
"2023-05-21T20:00:00.000Z",2,200.27,0.02,11.14,66.52,3.25,5.92,7.26,3.13
"2023-05-21T21:00:00.000Z",1,198.6,0,10.02,53.64,2.24,6.46,7.87,4.5
"2023-05-21T22:00:00.000Z",1,195.26,0,10.45,40.77,1.74,7.7,9.21,8.49
"2023-05-21T23:00:00.000Z",1,190.26,0,11.14,31.83,1.74,8.28,9.99,14.44
"2023-05-22T00:00:00.000Z",1,185.25,0,10.8,26.82,1.58,7.67,9.59,15.71
"2023-05-22T01:00:00.000Z",1,175.24,0,9,22.17,1.12,6.72,8.71,12.54
"2023-05-22T02:00:00.000Z",1,163.56,0.01,7.03,16.81,0.67,5.96,7.84,8.36
"2023-05-22T03:00:00.000Z",1,155.21,0.03,5.48,12.87,0.41,5.38,6.98,5.38
"2023-05-22T04:00:00.000Z",1,150.2,0.23,4.2,11.18,0.32,4.57,5.84,3.7
"2023-05-22T05:00:00.000Z",1,146.87,1.16,3.13,11.27,0.48,4.01,5.14,3.8
"2023-05-22T06:00:00.000Z",1,148.53,2.54,2.91,11.44,0.71,3.95,5.12,4.18
"2023-05-22T07:00:00.000Z",1,156.88,1.62,3.13,30.04,0.82,3.54,4.58,3.29
"2023-05-22T08:00:00.000Z",1,161.89,2.24,3.77,33.97,1.58,3.89,5.12,3.13
"2023-05-22T09:00:00.000Z",1,170.23,3.91,6,35.41,3.87,4.7,6.24,2.44
"2023-05-22T10:00:00.000Z",1,181.91,6.43,9.68,38.62,7.09,5.61,7.4,1.68
"2023-05-22T11:00:00.000Z",1,188.59,7.82,12.17,41.48,8.82,6.2,7.93,1.33
"2023-05-22T12:00:00.000Z",1,186.92,6.93,11.65,45.78,8.23,6.6,8.03,1.06
"2023-05-22T13:00:00.000Z",1,185.25,5.36,10.28,50.78,7.15,7.52,8.65,0.78
"2023-05-22T14:00:00.000Z",1,186.92,4.08,9.34,57.22,5.9,9.5,10.49,0.56
"2023-05-22T15:00:00.000Z",2,188.59,3.24,9.08,65.09,4.95,11.92,12.84,0.42
"2023-05-22T16:00:00.000Z",2,191.93,2.15,9.85,72.24,4.29,13.15,14,0.44
"2023-05-22T17:00:00.000Z",2,193.6,1.52,10.97,70.81,3.76,13.4,14.27,0.62
"2023-05-22T18:00:00.000Z",2,195.26,0.78,12,68.66,3.34,13.34,14.22,0.81
"2023-05-22T19:00:00.000Z",2,195.26,0.17,12,66.52,2.74,12.99,13.83,1.08
"2023-05-22T20:00:00.000Z",2,196.93,0.01,11.65,63.66,2.47,12.6,13.42,1.19
"2023-05-22T21:00:00.000Z",2,198.6,0,12.17,58.65,2.41,12.41,13.22,1.25
"2023-05-22T22:00:00.000Z",2,198.6,0,13.54,53.64,2.47,12.36,13.14,1.19
"2023-05-22T23:00:00.000Z",2,196.93,0,15.94,51.5,3.16,12.1,12.82,1.01
"2023-05-23T00:00:00.000Z",2,195.26,0,16.45,50.78,3.87,11.89,12.49,0.89
"2023-05-23T01:00:00.000Z",2,191.93,0,13.37,53.64,3.93,11.34,11.74,0.85
"2023-05-23T02:00:00.000Z",2,191.93,0,10.97,55.07,3.22,10.47,10.76,0.8
"2023-05-23T03:00:00.000Z",1,190.26,0,9.6,57.22,2.62,8.65,8.9,0.72
"2023-05-23T04:00:00.000Z",2,191.93,0.01,7.97,62.94,2.06,6.32,6.53,0.73
"2023-05-23T05:00:00.000Z",2,193.6,0.06,7.11,67.95,1.91,4.46,4.68,0.79
"2023-05-23T06:00:00.000Z",2,196.93,0.23,6.51,70.81,1.89,3.36,3.6,0.85
"2023-05-23T07:00:00.000Z",2,196.93,0.27,5.48,73.67,1.67,2.82,3.06,0.83
"2023-05-23T08:00:00.000Z",2,198.6,0.24,4.63,77.25,1.48,2.67,2.87,0.7
"2023-05-23T09:00:00.000Z",2,200.27,0.24,3.98,82.97,1.42,2.75,2.92,0.55
"2023-05-23T10:00:00.000Z",2,200.27,0.28,3.56,87.26,1.34,2.93,3.09,0.51
"2023-05-23T11:00:00.000Z",2,201.94,0.38,3.26,84.4,1.16,3.11,3.29,0.84
"2023-05-23T12:00:00.000Z",2,201.94,0.44,2.96,83.68,1.03,3.27,3.48,1.33
"2023-05-23T13:00:00.000Z",2,201.94,0.41,2.7,85.12,0.95,3.41,3.67,1.77
"2023-05-23T14:00:00.000Z",2,201.94,0.25,2.7,85.12,0.87,3.48,3.79,1.77
"2023-05-23T15:00:00.000Z",2,201.94,0.15,2.66,88.69,0.76,3.4,3.75,1.76
"2023-05-23T16:00:00.000Z",3,201.94,0.03,1.32,105.86,0.44,2.6,2.82,0.85
"2023-05-23T17:00:00.000Z",3,205.28,0.03,1.76,104.43,0.75,2.23,2.44,0.97
"2023-05-23T18:00:00.000Z",2,206.95,0.04,4.41,94.41,1.77,2.3,2.62,0.86
"2023-05-23T19:00:00.000Z",2,201.94,0.04,6.6,80.11,2.15,2.7,3.29,0.85
"2023-05-23T20:00:00.000Z",2,201.94,0,5.83,65.09,1.97,2.35,3,1.14
"2023-05-23T21:00:00.000Z",1,206.95,0,5.74,59.37,2.18,1.56,2.32,1.5
"2023-05-23T22:00:00.000Z",1,210.29,0,7.45,55.79,3.25,1.37,2.3,1.74
"2023-05-23T23:00:00.000Z",1,213.62,0,9.77,50.07,4.11,1.55,2.52,1.77
"2023-05-24T00:00:00.000Z",1,213.62,0,10.97,44.7,3.99,1.69,2.62,1.63
"2023-05-24T01:00:00.000Z",1,211.95,0,11.82,41.13,3.73,1.66,2.54,1.42
"2023-05-24T02:00:00.000Z",1,208.62,0,11.82,37.55,3.28,1.6,2.48,1.36
"2023-05-24T03:00:00.000Z",1,205.28,0,10.97,34.33,2.71,1.61,2.5,1.38
"2023-05-24T04:00:00.000Z",1,201.94,0.68,9.34,33.62,2.12,1.58,2.47,1.38
"2023-05-24T05:00:00.000Z",1,198.6,1.75,7.45,33.97,2.06,1.59,2.51,1.44
"2023-05-24T06:00:00.000Z",1,198.6,2.91,6.94,35.41,2.53,1.71,2.7,1.58
"2023-05-24T07:00:00.000Z",1,196.93,2.91,7.71,35.41,2.83,1.84,2.88,1.73
"2023-05-24T08:00:00.000Z",1,198.6,4.02,8.57,37.19,4.05,2.17,3.3,1.5
"2023-05-24T09:00:00.000Z",1,200.27,5.48,11.14,43.63,6.79,3.05,4.32,0.82
"2023-05-24T10:00:00.000Z",1,205.28,5.31,11.65,55.79,8.11,4,5.15,0.35
"2023-05-24T11:00:00.000Z",2,203.61,3.21,8.31,70.1,6.02,3.61,4.33,0.25
"2023-05-24T12:00:00.000Z",2,200.27,1.41,4.46,83.68,3.64,3.13,3.6,0.3
"2023-05-24T13:00:00.000Z",2,196.93,0.68,2.66,91.55,2.68,3.3,3.79,0.32
"2023-05-24T14:00:00.000Z",2,195.26,0.42,1.93,90.84,2.18,2.75,3.36,0.27
"2023-05-24T15:00:00.000Z",2,195.26,0.34,1.91,91.55,2.06,2.34,3.13,0.12
"2023-05-24T16:00:00.000Z",3,196.93,0.32,2.42,100.14,2.32,3.01,4.18,0.05
"2023-05-24T17:00:00.000Z",2,196.93,0.3,2.63,95.84,2.35,3.23,5.25,0.12
"2023-05-24T18:00:00.000Z",2,201.94,0.22,3,98.71,2.5,4.15,6.93,0.18
"2023-05-24T19:00:00.000Z",2,205.28,0.12,3.98,98.71,2.62,3.99,6.43,0.24
"2023-05-24T20:00:00.000Z",2,205.28,0.01,5.83,84.4,3.01,2.3,3.35,0.74
"2023-05-24T21:00:00.000Z",2,205.28,0,6.68,67.95,3.61,1.02,1.42,1.66
"2023-05-24T22:00:00.000Z",2,205.28,0,6.6,67.23,3.7,0.88,1.21,1.3
"2023-05-24T23:00:00.000Z",2,206.95,0,7.11,70.1,3.93,0.98,1.29,1.04
"2023-05-25T00:00:00.000Z",2,210.29,0,7.28,74.39,4.17,1.12,1.48,0.85
"2023-05-25T01:00:00.000Z",2,213.62,0,7.03,82.25,4.17,1.24,1.76,0.66
"2023-05-25T02:00:00.000Z",2,213.62,0,7.63,83.68,4.53,1.3,1.92,0.73
"2023-05-25T03:00:00.000Z",2,213.62,0,7.71,80.11,4.41,1.27,1.94,1.04
"2023-05-25T04:00:00.000Z",2,213.62,0.07,7.28,78.68,3.99,1.16,1.88,1.27
"2023-05-25T05:00:00.000Z",2,211.95,0.45,7.37,76.53,4.35,1.11,1.96,1.28
"2023-05-25T06:00:00.000Z",2,210.29,1.01,6.94,75.82,4.71,1.14,2.23,1.28
"2023-05-25T07:00:00.000Z",2,208.62,1.2,5.57,79.39,4.53,1.22,2.77,1.01
"2023-05-25T08:00:00.000Z",2,206.95,1.31,5.01,83.68,4.71,1.32,3.2,0.65
"2023-05-25T09:00:00.000Z",2,203.61,1.24,4.41,87.98,4.65,1.24,3.04,0.43
"2023-05-25T10:00:00.000Z",2,201.94,0.99,3.47,90.84,3.87,1.1,2.7,0.34
"2023-05-25T11:00:00.000Z",2,200.27,0.89,3.08,92.98,3.52,1.07,2.56,0.36
"2023-05-25T12:00:00.000Z",2,200.27,0.74,2.7,95.84,3.07,1.06,2.43,0.44
"2023-05-25T13:00:00.000Z",2,198.6,0.92,3.38,94.41,3.61,1.28,2.68,0.43
"2023-05-25T14:00:00.000Z",2,198.6,0.89,3.43,92.98,3.46,1.38,2.86,0.34
"2023-05-25T15:00:00.000Z",2,196.93,0.78,3.3,91.55,3.1,1.34,2.8,0.31
"2023-05-25T16:00:00.000Z",2,198.6,0.75,3.73,91.55,3.13,1.11,2.33,0.34
"2023-05-25T17:00:00.000Z",2,203.61,0.68,4.54,90.12,3.31,0.92,2,0.63
"2023-05-25T18:00:00.000Z",2,205.28,0.45,4.8,85.83,3.31,1.01,2.38,0.97
"2023-05-25T19:00:00.000Z",2,206.95,0.18,4.24,84.4,3.07,0.86,2.02,0.83
"2023-05-25T20:00:00.000Z",2,208.62,0.02,3.81,82.25,2.89,0.73,1.72,0.71
"2023-05-25T21:00:00.000Z",2,206.95,0,3.21,80.11,2.59,0.69,1.6,0.63
"2023-05-25T22:00:00.000Z",2,206.95,0,2.61,80.11,2.24,0.67,1.66,0.49
"2023-05-25T23:00:00.000Z",2,205.28,0,2.59,80.11,2.18,0.7,1.72,0.48
"2023-05-26T00:00:00.000Z",2,206.95,0,2.59,80.11,2.18,0.7,1.54,0.47
"2023-05-26T01:00:00.000Z",2,206.95,0,2.61,78.68,2.18,0.74,1.36,0.46
"2023-05-26T02:00:00.000Z",2,205.28,0,2.78,77.25,2.26,0.81,1.34,0.47
"2023-05-26T03:00:00.000Z",2,206.95,0,3.04,76.53,2.38,0.84,1.32,0.49
"2023-05-26T04:00:00.000Z",2,208.62,0.06,3.38,76.53,2.59,0.84,1.26,0.49
"2023-05-26T05:00:00.000Z",2,210.29,0.27,3.73,75.82,2.89,0.79,1.17,0.48
"2023-05-26T06:00:00.000Z",2,210.29,0.59,3.9,75.1,3.16,0.72,1.08,0.48
"2023-05-26T07:00:00.000Z",2,208.62,0.78,3.86,74.39,3.25,0.63,0.96,0.46
"2023-05-26T08:00:00.000Z",2,206.95,1.01,4.07,73.67,3.64,0.56,0.87,0.39
"2023-05-26T09:00:00.000Z",2,205.28,1.09,3.94,74.39,3.81,0.52,0.8,0.32
"2023-05-26T10:00:00.000Z",2,205.28,0.98,3.26,75.82,3.4,0.5,0.74,0.27
"2023-05-26T11:00:00.000Z",2,203.61,0.94,3,78.68,3.22,0.5,0.72,0.24
"2023-05-26T12:00:00.000Z",2,203.61,0.86,2.83,82.25,2.98,0.5,0.69,0.23
"2023-05-26T13:00:00.000Z",2,203.61,0.83,2.7,85.12,2.8,0.5,0.68,0.25
"2023-05-26T14:00:00.000Z",2,203.61,0.7,2.48,86.55,2.41,0.5,0.69,0.28
"2023-05-26T15:00:00.000Z",2,203.61,0.52,2.1,87.26,1.97,0.5,0.73,0.29
"2023-05-26T16:00:00.000Z",2,203.61,0.63,2.83,82.97,2.41,0.58,0.97,0.33
"2023-05-26T17:00:00.000Z",2,201.94,0.79,4.37,77.25,3.22,0.8,1.36,0.4
"2023-05-26T18:00:00.000Z",2,201.94,0.6,5.57,74.39,3.34,0.89,1.47,0.55
"2023-05-26T19:00:00.000Z",2,201.94,0.31,6.77,70.1,3.31,0.83,1.36,0.78
"2023-05-26T20:00:00.000Z",2,203.61,0.09,9.85,63.66,4.11,0.72,1.14,1.3
"2023-05-26T21:00:00.000Z",1,205.28,0.01,13.19,57.22,5.3,0.72,1.09,2.03
"2023-05-26T22:00:00.000Z",1,205.28,0,14.22,50.78,5.54,0.75,1.16,2.41
"2023-05-26T23:00:00.000Z",1,201.94,0,14.22,45.06,5.3,0.78,1.26,2.53
"2023-05-27T00:00:00.000Z",1,200.27,0,14.74,39.7,5.19,0.85,1.39,2.56
"2023-05-27T01:00:00.000Z",1,200.27,0,15.25,36.48,5.19,0.95,1.47,2.47
"2023-05-27T02:00:00.000Z",1,200.27,0,15.59,34.33,5.19,1.05,1.56,2.5
"2023-05-27T03:00:00.000Z",1,200.27,0.17,16.45,32.54,5.3,1.18,1.72,2.91
"2023-05-27T04:00:00.000Z",1,200.27,0.58,16.28,32.19,5.25,1.34,1.97,3.64
"2023-05-27T05:00:00.000Z",1,200.27,2.35,15.08,33.62,5.9,1.52,2.2,3.42
"2023-05-27T06:00:00.000Z",1,201.94,4.02,13.37,37.55,7.09,1.68,2.36,2.31
"2023-05-27T07:00:00.000Z",1,201.94,3.05,9,50.78,5.9,1.62,2.28,1.22
"2023-05-27T08:00:00.000Z",2,203.61,1.63,4.8,64.37,3.7,1.55,2.21,0.85
"2023-05-27T09:00:00.000Z",2,203.61,0.92,2.83,74.39,2.68,1.74,2.63,0.68
"2023-05-27T10:00:00.000Z",2,205.28,0.45,1.5,81.54,1.7,1.68,2.85,0.18
"2023-05-27T11:00:00.000Z",2,208.62,0.25,0.93,90.12,1.24,1.52,2.75,0.08
"2023-05-27T12:00:00.000Z",2,205.28,0.24,0.97,97.27,1.49,1.97,3.6,0.04
"2023-05-27T13:00:00.000Z",3,201.94,0.2,1.04,107.29,1.73,2.44,4.76,0.01
"2023-05-27T14:00:00.000Z",3,210.29,0.13,1.01,111.58,1.82,3.14,7.62,0.01
"2023-05-27T15:00:00.000Z",3,216.96,0.08,1.09,110.15,1.83,3.13,8.38,0
"2023-05-27T16:00:00.000Z",3,216.96,0.04,1.29,107.29,1.83,3.22,8.71,0
"2023-05-27T17:00:00.000Z",3,213.62,0.03,1.56,107.29,1.91,3.28,8.46,0
"2023-05-27T18:00:00.000Z",3,208.62,0.02,1.86,100.14,1.79,3.05,7.51,0.02
"2023-05-27T19:00:00.000Z",2,205.28,0.01,2.03,97.27,1.7,3.87,8.5,0.04
"2023-05-27T20:00:00.000Z",2,205.28,0,2.06,97.27,1.68,3.68,7.28,0.04
"2023-05-27T21:00:00.000Z",2,201.94,0,2.03,94.41,1.71,2.97,5.14,0.04
"2023-05-27T22:00:00.000Z",2,200.27,0,2.16,94.41,1.89,2.97,4.92,0.03
"2023-05-27T23:00:00.000Z",2,198.6,0,2.4,91.55,1.91,3.03,4.93,0.05
"2023-05-28T00:00:00.000Z",2,196.93,0,2.46,87.98,1.76,2.79,4.36,0.08
"2023-05-28T01:00:00.000Z",2,196.93,0,2.42,82.97,1.56,2.39,3.62,0.13
"2023-05-28T02:00:00.000Z",2,196.93,0,2.33,77.96,1.37,2.03,2.89,0.18
"2023-05-28T03:00:00.000Z",2,200.27,0,2.36,75.1,1.31,1.73,2.23,0.25
"2023-05-28T04:00:00.000Z",2,203.61,0.03,2.38,74.39,1.4,1.34,1.67,0.35
"2023-05-28T05:00:00.000Z",2,205.28,0.15,2.18,74.39,1.53,1.09,1.48,0.5
"2023-05-28T06:00:00.000Z",2,205.28,0.3,2.01,73.67,1.68,1.05,1.61,0.73
"2023-05-28T07:00:00.000Z",2,205.28,0.41,1.84,74.39,1.79,1.05,1.74,0.81
"2023-05-28T08:00:00.000Z",2,205.28,0.51,1.91,75.82,1.97,1.01,1.72,0.78
"2023-05-28T09:00:00.000Z",2,205.28,0.56,1.88,76.53,2.09,0.97,1.62,0.73
"2023-05-28T10:00:00.000Z",2,205.28,0.89,2.78,75.82,2.98,1.05,1.68,0.7
"2023-05-28T11:00:00.000Z",2,205.28,0.99,3.04,75.1,3.22,1.15,1.77,0.55
"2023-05-28T12:00:00.000Z",2,203.61,0.89,2.78,75.1,3.01,1.29,1.96,0.37
"2023-05-28T13:00:00.000Z",2,200.27,0.86,2.68,72.96,2.89,1.45,2.3,0.3
"2023-05-28T14:00:00.000Z",2,200.27,0.95,3.21,70.81,3.16,1.51,2.51,0.35
"2023-05-28T15:00:00.000Z",2,198.6,1.08,4.03,70.1,3.49,1.4,2.37,0.44
"2023-05-28T16:00:00.000Z",2,200.27,1.59,5.74,70.1,4.53,1.19,1.95,0.56
"2023-05-28T17:00:00.000Z",2,200.27,1.9,8.74,68.66,6.02,0.83,1.19,0.65
"2023-05-28T18:00:00.000Z",2,201.94,1.15,8.83,70.81,5.6,0.53,0.77,0.61
"2023-05-28T19:00:00.000Z",2,203.61,0.23,5.06,77.96,3.25,0.5,0.79,0.41
"2023-05-28T20:00:00.000Z",2,205.28,0.02,4.58,80.11,2.8,0.5,0.86,0.47
"2023-05-28T21:00:00.000Z",2,205.28,0,4.28,78.68,2.53,0.5,0.93,0.63
"2023-05-28T22:00:00.000Z",2,205.28,0,3.98,77.96,2.21,0.5,0.98,0.8
"2023-05-28T23:00:00.000Z",2,206.95,0,3.64,77.96,1.91,0.5,1,0.93
"2023-05-29T00:00:00.000Z",2,208.62,0,3.3,78.68,1.79,0.5,1.02,1.06
"2023-05-29T01:00:00.000Z",2,211.95,0,3.98,75.82,2.5,0.5,1.08,1.25
"2023-05-29T02:00:00.000Z",2,213.62,0,5.27,70.81,3.73,0.5,1.17,1.54
"2023-05-29T03:00:00.000Z",2,216.96,0,5.91,66.52,4.11,0.5,1.24,1.77
"2023-05-29T04:00:00.000Z",2,216.96,0.09,5.83,65.09,3.31,0.5,1.21,1.87
"2023-05-29T05:00:00.000Z",2,213.62,0.32,4.2,65.8,2.21,0.5,1.14,1.88
"2023-05-29T06:00:00.000Z",2,211.95,0.43,2.63,68.66,1.37,0.5,1.05,1.8
"2023-05-29T07:00:00.000Z",2,208.62,0.32,1.52,73.67,0.81,0.5,0.93,1.58
"2023-05-29T08:00:00.000Z",2,208.62,0.29,1.17,77.96,0.75,0.5,0.89,1.38
"2023-05-29T09:00:00.000Z",2,208.62,0.4,1.48,82.25,1.1,0.5,0.88,1.04
"2023-05-29T10:00:00.000Z",2,208.62,0.54,3.13,85.12,2.38,0.5,0.88,0.6
"2023-05-29T11:00:00.000Z",2,210.29,0.77,4.84,85.12,3.64,0.57,0.99,0.39
"2023-05-29T12:00:00.000Z",2,210.29,0.66,4.67,85.83,3.52,0.62,1.03,0.32
"2023-05-29T13:00:00.000Z",2,211.95,0.52,4.07,87.26,3.28,0.79,1.25,0.32
"2023-05-29T14:00:00.000Z",2,211.95,0.37,3.04,90.12,2.62,0.89,1.46,0.33
"2023-05-29T15:00:00.000Z",2,208.62,0.3,2.53,89.41,2.15,0.82,1.57,0.34
"2023-05-29T16:00:00.000Z",2,206.95,0.33,2.91,86.55,2.35,0.93,2.03,0.29
"2023-05-29T17:00:00.000Z",2,203.61,0.25,3.73,87.26,2.68,1.38,3.05,0.38
"2023-05-29T18:00:00.000Z",2,200.27,0.14,4.24,87.26,2.68,1.82,4.03,0.58
"2023-05-29T19:00:00.000Z",2,198.6,0.14,4.41,82.25,2.38,2.04,4.55,1.03
"2023-05-29T20:00:00.000Z",1,198.6,0.02,5.44,74.39,2.21,2.23,4.94,1.39
"2023-05-29T21:00:00.000Z",2,200.27,0,6.94,67.95,2.44,2.4,5.21,1.52
"2023-05-29T22:00:00.000Z",2,200.27,0,9.94,61.51,3.13,2.6,5.37,1.5
"2023-05-29T23:00:00.000Z",1,203.61,0,16.79,50.07,4.53,3.08,5.7,1.82
"2023-05-30T00:00:00.000Z",1,205.28,0,21.93,40.77,5.3,3,4.86,2.12
"2023-05-30T01:00:00.000Z",1,205.28,0,10.8,55.07,3.37,1.09,1.85,1.39
"2023-05-30T02:00:00.000Z",1,203.61,0,6.77,57.22,2.32,0.63,1.3,1.6
"2023-05-30T03:00:00.000Z",1,205.28,0,6.68,53.64,2.35,0.66,1.42,1.84
"2023-05-30T04:00:00.000Z",1,206.95,0.16,6.94,51.5,2.26,0.74,1.49,1.87
"2023-05-30T05:00:00.000Z",1,205.28,0.5,4.88,52.93,1.61,0.7,1.32,1.98
"2023-05-30T06:00:00.000Z",1,203.61,0.58,2.87,56.51,0.98,0.58,1.09,2.12
"2023-05-30T07:00:00.000Z",2,201.94,0.41,1.56,62.23,0.72,0.5,0.9,2.03
"2023-05-30T08:00:00.000Z",2,200.27,0.37,1.29,67.23,0.81,0.5,0.89,1.93
"2023-05-30T09:00:00.000Z",2,201.94,0.66,1.99,70.1,1.61,0.62,1.06,1.63
"2023-05-30T10:00:00.000Z",2,201.94,1.23,3.43,75.1,3.19,0.93,1.37,0.96
"2023-05-30T11:00:00.000Z",2,203.61,1.17,3.43,80.82,3.13,1.06,1.48,0.54
"2023-05-30T12:00:00.000Z",2,201.94,0.76,2.46,86.55,2.03,0.87,1.19,0.29
"2023-05-30T13:00:00.000Z",2,200.27,0.73,2.44,87.26,2,1.08,1.38,0.25
"2023-05-30T14:00:00.000Z",2,198.6,0.71,2.53,87.98,2.26,1.76,2.17,0.3
"2023-05-30T15:00:00.000Z",2,196.93,0.64,2.66,92.98,2.59,2.69,3.35,0.33
"2023-05-30T16:00:00.000Z",2,196.93,0.55,2.74,95.84,2.71,3.35,4.4,0.29
"2023-05-30T17:00:00.000Z",2,198.6,0.42,2.78,97.27,2.68,3.69,5.14,0.22
"2023-05-30T18:00:00.000Z",2,200.27,0.25,2.87,98.71,2.65,3.36,4.78,0.16
"2023-05-30T19:00:00.000Z",3,201.94,0.1,3.13,100.14,2.56,2.89,4.24,0.13
"2023-05-30T20:00:00.000Z",2,201.94,0.02,3.86,91.55,2.56,2.37,3.9,0.14
"2023-05-30T21:00:00.000Z",2,200.27,0,4.33,86.55,2.65,2.24,3.85,0.18
"2023-05-30T22:00:00.000Z",2,200.27,0,5.4,81.54,2.59,2.9,4.92,0.36
"2023-05-30T23:00:00.000Z",2,200.27,0,7.11,71.53,2.53,3.42,5.68,0.61
"2023-05-31T00:00:00.000Z",1,198.6,0,9.08,57.94,2.56,3.53,5.61,1.03
"2023-05-31T01:00:00.000Z",1,196.93,0,13.19,43.99,3.16,3.63,5.4,1.54
"2023-05-31T02:00:00.000Z",1,195.26,0,18.85,33.62,4.17,3.59,4.84,1.96
"2023-05-31T03:00:00.000Z",1,200.27,0,16.28,43.99,4.23,2.37,3.23,1.82
"2023-05-31T04:00:00.000Z",2,210.29,0.24,11.31,65.09,3.93,1.32,2.09,1.22
"2023-05-31T05:00:00.000Z",2,216.96,0.94,10.88,71.53,4.47,1.15,1.89,1.08
"2023-05-31T06:00:00.000Z",2,213.62,2.04,11.65,72.24,6.14,1.2,1.92,0.99
"2023-05-31T07:00:00.000Z",2,211.95,2.63,10.97,72.96,6.79,1.22,1.94,0.94
"2023-05-31T08:00:00.000Z",2,210.29,2.99,10.28,74.39,6.85,1.23,1.95,0.91
"2023-05-31T09:00:00.000Z",2,210.29,3.52,10.8,75.82,7.75,1.41,2.15,0.84
"2023-05-31T10:00:00.000Z",2,210.29,4.75,12.51,70.1,8.58,1.93,2.74,1.2
"2023-05-31T11:00:00.000Z",2,211.95,5.31,12.85,66.52,9.54,2.65,3.54,1.28
"2023-05-31T12:00:00.000Z",2,213.62,3.74,10.11,73.67,7.75,3.09,3.98,1.17
"2023-05-31T13:00:00.000Z",2,213.62,1.98,6.6,87.26,4.95,2.98,3.82,0.99
"2023-05-31T14:00:00.000Z",2,213.62,1.23,4.71,92.98,3.4,3.77,4.67,0.89
"2023-05-31T15:00:00.000Z",2,220.3,0.95,4.16,95.84,2.92,4.33,5.34,0.75
"2023-05-31T16:00:00.000Z",2,220.3,0.67,3.47,98.71,2.8,1.78,2.44,0.31
"2023-05-31T17:00:00.000Z",2,220.3,0.71,4.37,90.12,3.01,1.77,2.51,0.36
"2023-05-31T18:00:00.000Z",2,216.96,0.59,5.83,86.55,3.37,2.28,3.12,0.49
"2023-05-31T19:00:00.000Z",2,213.62,0.35,8.83,80.11,4.05,2.77,3.64,0.84
"2023-05-31T20:00:00.000Z",2,211.95,0.08,17.48,61.51,6.68,2.43,3.18,1.69
"2023-05-31T21:00:00.000Z",2,206.95,0,15.25,62.23,6.14,1.11,1.69,1.68
"2023-05-31T22:00:00.000Z",2,205.28,0,5.18,77.96,2.71,0.5,0.99,1.09
"2023-05-31T23:00:00.000Z",2,206.95,0,3.56,79.39,2.56,0.5,0.91,1.2
"2023-06-01T00:00:00.000Z",2,206.95,0,3.51,77.25,3.01,0.5,0.86,1.22
"2023-06-01T01:00:00.000Z",2,205.28,0,2.83,77.25,2.29,0.5,0.83,1.25
"2023-06-01T02:00:00.000Z",2,203.61,0,1.88,79.39,1.39,0.5,0.82,1.46
"2023-06-01T03:00:00.000Z",2,205.28,0,1.11,80.11,0.7,0.5,0.8,1.69
"2023-06-01T04:00:00.000Z",2,206.95,0.01,0.75,78.68,0.34,0.5,0.78,1.93
"2023-06-01T05:00:00.000Z",2,206.95,0.05,0.72,75.1,0.27,0.5,0.79,2.01
"2023-06-01T06:00:00.000Z",2,206.95,0.12,0.82,72.24,0.31,0.5,0.79,1.93
"2023-06-01T07:00:00.000Z",2,206.95,0.11,0.63,75.82,0.33,0.5,0.71,1.14
"2023-06-01T08:00:00.000Z",2,205.28,0.08,0.47,78.68,0.28,0.5,0.67,0.76
"2023-06-01T09:00:00.000Z",2,203.61,0.06,0.39,79.39,0.23,0.5,0.66,0.63
"2023-06-01T10:00:00.000Z",2,203.61,0.06,0.46,80.82,0.38,0.5,0.69,0.6
