"date","aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3"
"2021-01-05T07:00:00.000Z",1,247,0,1.09,44.7,0.67,0.5,0.79,1.14
"2021-01-05T08:00:00.000Z",1,250.34,0,1.36,43.63,0.72,0.5,0.88,1.3
"2021-01-05T09:00:00.000Z",1,250.34,0,1.5,42.56,0.77,0.5,0.95,1.41
"2021-01-05T10:00:00.000Z",1,253.68,0.01,1.63,41.49,0.85,0.52,1.03,1.46
"2021-01-05T11:00:00.000Z",1,253.68,0.02,1.71,41.49,0.89,0.53,1.03,1.44
"2021-01-05T12:00:00.000Z",1,250.34,0.01,1.65,41.84,0.85,0.5,0.94,1.41
"2021-01-05T13:00:00.000Z",1,250.34,0.01,1.63,42.2,0.81,0.5,0.9,1.36
"2021-01-05T14:00:00.000Z",1,247,0,1.65,42.56,0.8,0.5,0.9,1.39
"2021-01-05T15:00:00.000Z",1,247,0,1.65,43.27,0.81,0.5,0.89,1.43
"2021-01-05T16:00:00.000Z",1,243.66,0,1.67,43.99,0.79,0.5,0.86,1.44
"2021-01-05T17:00:00.000Z",1,247,0,1.67,44.7,0.75,0.5,0.85,1.44
"2021-01-05T18:00:00.000Z",1,247,0,1.59,45.42,0.74,0.5,0.85,1.44
"2021-01-05T19:00:00.000Z",1,243.66,0,1.41,46.49,0.72,0.5,0.84,1.38
"2021-01-05T20:00:00.000Z",1,243.66,0,1.26,47.21,0.67,0.5,0.83,1.31
"2021-01-05T21:00:00.000Z",1,240.33,0,1.1,47.92,0.62,0.5,0.82,1.22
"2021-01-05T22:00:00.000Z",1,236.99,0,0.93,50.07,0.57,0.5,0.78,1.03
"2021-01-05T23:00:00.000Z",1,236.99,0,0.84,51.5,0.51,0.5,0.76,0.98
"2021-01-06T00:00:00.000Z",1,233.65,0,0.72,52.93,0.48,0.5,0.72,0.93
"2021-01-06T01:00:00.000Z",1,233.65,0,0.63,54.36,0.46,0.5,0.7,0.93
"2021-01-06T02:00:00.000Z",1,230.31,0,0.57,55.79,0.44,0.5,0.69,0.97
"2021-01-06T03:00:00.000Z",1,230.31,0,0.53,57.22,0.41,0.5,0.69,1.03
"2021-01-06T04:00:00.000Z",1,230.31,0,0.52,58.65,0.42,0.5,0.7,1.08
"2021-01-06T05:00:00.000Z",1,230.31,0,0.58,60.08,0.46,0.5,0.73,1.16
"2021-01-06T06:00:00.000Z",1,233.65,0,0.77,60.08,0.6,0.5,0.78,1.25
"2021-01-06T07:00:00.000Z",1,236.99,0,1.07,57.94,0.7,0.5,0.85,1.36
"2021-01-06T08:00:00.000Z",1,240.33,0,1.31,56.51,0.75,0.5,0.92,1.44
"2021-01-06T09:00:00.000Z",1,240.33,0,1.44,55.08,0.83,0.5,1,1.47
"2021-01-06T10:00:00.000Z",1,243.66,0,1.61,53.64,0.98,0.51,1.08,1.44
"2021-01-06T11:00:00.000Z",1,243.66,0,1.8,52.93,1.15,0.52,1.1,1.38
"2021-01-06T12:00:00.000Z",1,243.66,0.01,1.91,52.21,1.16,0.51,1.04,1.36
"2021-01-06T13:00:00.000Z",1,247,0.01,2.19,50.78,1.28,0.53,1.05,1.43
"2021-01-06T14:00:00.000Z",1,247,0,2.42,49.35,1.36,0.57,1.1,1.57
"2021-01-06T15:00:00.000Z",1,243.66,0,2.29,48.64,1.19,0.56,1.05,1.68
"2021-01-06T16:00:00.000Z",1,243.66,0,2.08,48.64,0.94,0.51,0.93,1.68
"2021-01-06T17:00:00.000Z",1,243.66,0,1.93,49.35,0.8,0.5,0.88,1.62
"2021-01-06T18:00:00.000Z",1,240.33,0,1.82,49.35,0.78,0.5,0.87,1.58
"2021-01-06T19:00:00.000Z",1,240.33,0,1.65,49.35,0.77,0.5,0.88,1.57
"2021-01-06T20:00:00.000Z",1,240.33,0,1.48,50.07,0.74,0.5,0.88,1.52
"2021-01-06T21:00:00.000Z",1,240.33,0,1.33,50.07,0.74,0.5,0.88,1.43
"2021-01-06T22:00:00.000Z",1,236.99,0,1.24,50.78,0.74,0.5,0.87,1.33
"2021-01-06T23:00:00.000Z",1,236.99,0,1.15,50.78,0.69,0.5,0.83,1.28
"2021-01-07T00:00:00.000Z",1,233.65,0,1.07,50.07,0.7,0.5,0.79,1.25
"2021-01-07T01:00:00.000Z",1,236.99,0,1.07,48.64,0.75,0.5,0.77,1.25
"2021-01-07T02:00:00.000Z",1,236.99,0,1.13,47.92,0.83,0.5,0.78,1.27
"2021-01-07T03:00:00.000Z",1,240.33,0,1.22,47.21,0.95,0.5,0.8,1.27
"2021-01-07T04:00:00.000Z",1,240.33,0,1.34,47.21,1.07,0.54,0.86,1.28
"2021-01-07T05:00:00.000Z",1,240.33,0,1.5,46.49,1.19,0.58,0.92,1.35
"2021-01-07T06:00:00.000Z",1,243.66,0,1.84,45.42,1.46,0.66,1.07,1.41
"2021-01-07T07:00:00.000Z",1,247,0,2.34,43.99,1.68,0.77,1.27,1.47
"2021-01-07T08:00:00.000Z",1,250.34,0,3,42.2,2.09,0.89,1.52,1.55
"2021-01-07T09:00:00.000Z",1,257.02,0,4.03,40.05,2.92,1.06,1.88,1.66
"2021-01-07T10:00:00.000Z",1,263.69,0.01,5.48,37.91,3.99,1.26,2.27,1.74
"2021-01-07T11:00:00.000Z",1,263.69,0.02,6.08,36.84,4.29,1.32,2.36,1.73
"2021-01-07T12:00:00.000Z",1,263.69,0.02,5.44,37.55,3.73,1.2,2.13,1.58
"2021-01-07T13:00:00.000Z",1,260.35,0.02,4.93,38.62,3.37,1.08,1.88,1.41
"2021-01-07T14:00:00.000Z",1,260.35,0.01,5.27,38.27,3.67,1.07,1.88,1.39
"2021-01-07T15:00:00.000Z",1,260.35,0,5.66,37.91,3.93,1.08,1.91,1.39
"2021-01-07T16:00:00.000Z",1,260.35,0,6.51,36.48,4.53,1.16,2.05,1.47
"2021-01-07T17:00:00.000Z",1,263.69,0,7.37,35.41,5.07,1.28,2.21,1.62
"2021-01-07T18:00:00.000Z",1,263.69,0,7.45,35.05,5.01,1.34,2.27,1.71
"2021-01-07T19:00:00.000Z",1,263.69,0,6.43,35.76,4.29,1.32,2.2,1.77
"2021-01-07T20:00:00.000Z",1,260.35,0,5.31,36.48,3.55,1.28,2.12,1.77
"2021-01-07T21:00:00.000Z",1,260.35,0,4.63,37.19,3.16,1.27,2.09,1.74
"2021-01-07T22:00:00.000Z",1,260.35,0,4.28,37.55,3.01,1.28,2.07,1.69
"2021-01-07T23:00:00.000Z",1,257.02,0,4.11,37.55,2.98,1.27,2.02,1.66
"2021-01-08T00:00:00.000Z",1,257.02,0,4.07,37.55,3.1,1.27,1.96,1.65
"2021-01-08T01:00:00.000Z",1,257.02,0,4.58,37.91,3.73,1.34,1.98,1.65
"2021-01-08T02:00:00.000Z",1,260.35,0,6.08,38.27,5.01,1.46,2.1,1.58
"2021-01-08T03:00:00.000Z",1,257.02,0,7.54,39.7,6.08,1.53,2.18,1.44
"2021-01-08T04:00:00.000Z",1,253.68,0,7.88,42.2,6.14,1.48,2.09,1.3
"2021-01-08T05:00:00.000Z",1,250.34,0,7.71,43.99,5.9,1.41,2.04,1.28
"2021-01-08T06:00:00.000Z",1,250.34,0,7.88,44.7,6.14,1.44,2.17,1.35
"2021-01-08T07:00:00.000Z",1,253.68,0,8.57,43.63,6.8,1.57,2.42,1.46
"2021-01-08T08:00:00.000Z",1,253.68,0,8.82,42.56,7.09,1.69,2.66,1.49
"2021-01-08T09:00:00.000Z",1,257.02,0,8.57,42.2,7.09,1.83,2.87,1.49
"2021-01-08T10:00:00.000Z",1,260.35,0.04,7.88,41.84,6.56,1.89,2.91,1.46
"2021-01-08T11:00:00.000Z",1,260.35,0.16,6.51,42.56,5.42,1.77,2.67,1.39
"2021-01-08T12:00:00.000Z",1,253.68,0.24,4.97,43.27,4.23,1.57,2.31,1.31
"2021-01-08T13:00:00.000Z",1,253.68,0.24,4.97,42.92,4.11,1.52,2.25,1.43
"2021-01-08T14:00:00.000Z",1,253.68,0.13,6.26,41.84,4.65,1.57,2.44,1.71
"2021-01-08T15:00:00.000Z",1,253.68,0.01,6.86,41.49,4.83,1.56,2.49,1.96
"2021-01-08T16:00:00.000Z",1,253.68,0,7.03,41.49,4.77,1.59,2.52,2.15
"2021-01-08T17:00:00.000Z",1,253.68,0,7.11,41.84,4.53,1.63,2.53,2.25
"2021-01-08T18:00:00.000Z",1,253.68,0,6.94,42.56,4.41,1.7,2.59,2.28
"2021-01-08T19:00:00.000Z",1,257.02,0,6.26,42.92,4.05,1.72,2.61,2.28
"2021-01-08T20:00:00.000Z",1,257.02,0,5.74,42.92,3.7,1.76,2.66,2.31
"2021-01-08T21:00:00.000Z",1,257.02,0,5.74,42.56,3.64,1.85,2.83,2.38
"2021-01-08T22:00:00.000Z",1,260.35,0,5.83,42.56,3.64,1.97,3.01,2.47
"2021-01-08T23:00:00.000Z",1,260.35,0,5.44,42.92,3.37,1.99,2.97,2.53
"2021-01-09T00:00:00.000Z",1,260.35,0,4.8,43.63,3.04,1.94,2.79,2.5
"2021-01-09T01:00:00.000Z",1,257.02,0,4.24,44.35,2.86,1.88,2.58,2.47
"2021-01-09T02:00:00.000Z",1,257.02,0,4.2,45.42,2.98,1.91,2.53,2.44
"2021-01-09T03:00:00.000Z",1,257.02,0,4.58,47.21,3.4,2,2.61,2.34
"2021-01-09T04:00:00.000Z",1,257.02,0,6,47.92,4.23,2.28,2.97,2.57
"2021-01-09T05:00:00.000Z",1,257.02,0,7.71,47.92,5.07,2.6,3.4,2.98
"2021-01-09T06:00:00.000Z",1,257.02,0,9,47.21,5.66,2.85,3.75,3.29
"2021-01-09T07:00:00.000Z",1,257.02,0,9.34,45.78,5.54,2.95,3.92,3.48
"2021-01-09T08:00:00.000Z",1,257.02,0,10.11,45.42,5.66,3.1,4.2,3.55
"2021-01-09T09:00:00.000Z",1,257.02,0.01,12.34,45.42,6.56,3.25,4.58,3.39
"2021-01-09T10:00:00.000Z",1,253.68,0.16,14.74,46.49,7.75,3.29,4.75,2.91
"2021-01-09T11:00:00.000Z",1,253.68,0.53,18.85,47.21,9.66,3.33,4.87,2.57
"2021-01-09T12:00:00.000Z",1,250.34,0.87,23.31,46.49,12.52,3.29,4.77,2.09
"2021-01-09T13:00:00.000Z",1,247,0.82,27.42,44.7,16.45,3.18,4.37,1.31
"2021-01-09T14:00:00.000Z",1,243.66,0.24,19.54,49.35,13.23,2.92,3.62,0.87
"2021-01-09T15:00:00.000Z",1,240.33,0.01,8.48,56.51,6.62,2.31,2.71,0.77
"2021-01-09T16:00:00.000Z",1,240.33,0,5.57,57.22,4.89,2.22,2.51,1.06
"2021-01-09T17:00:00.000Z",1,236.99,0,3.94,58.65,3.73,1.71,1.88,0.55
"2021-01-09T18:00:00.000Z",1,236.99,0,2.55,65.09,2.59,0.5,0.63,0.21
"2021-01-09T19:00:00.000Z",1,236.99,0,2.38,67.95,2.41,0.5,0.65,0.16
"2021-01-09T20:00:00.000Z",1,233.65,0,2.79,70.81,2.38,0.5,0.69,0.14
"2021-01-09T21:00:00.000Z",1,230.31,0,2.79,73.67,2.38,0.5,0.71,0.12
"2021-01-09T22:00:00.000Z",1,233.65,0,2.79,70.1,2.65,0.5,0.69,0.11
"2021-01-09T23:00:00.000Z",1,243.66,0,2.7,62.23,2.77,0.5,0.66,0.09
"2021-01-10T00:00:00.000Z",1,247,0,2.36,58.65,2.53,0.5,0.68,0.06
"2021-01-10T01:00:00.000Z",1,243.66,0,2.01,60.08,2.33,0.5,0.69,0.03
"2021-01-10T02:00:00.000Z",1,230.31,0,1.52,67.95,1.77,0.5,0.71,0.02
"2021-01-10T03:00:00.000Z",1,216.96,0,1.5,75.1,1.36,0.5,0.74,0.02
"2021-01-10T04:00:00.000Z",2,203.61,0,1.84,92.98,1.13,0.5,0.73,0.04
"2021-01-10T05:00:00.000Z",2,201.94,0,2.96,83.69,1.51,0.5,0.67,0.1
"2021-01-10T06:00:00.000Z",1,213.62,0,6.17,69.38,3.1,0.61,0.78,0.37
"2021-01-10T07:00:00.000Z",1,230.31,0,10.88,51.5,5.19,1.05,1.34,0.93
"2021-01-10T08:00:00.000Z",1,240.33,0,12.51,45.78,6.38,1.3,1.76,1.47
"2021-01-10T09:00:00.000Z",1,240.33,0.02,13.54,45.42,7.39,1.45,2.06,2
"2021-01-10T10:00:00.000Z",1,240.33,0.33,14.4,48.64,8.11,1.46,2.15,2.34
"2021-01-10T11:00:00.000Z",1,236.99,0.79,14.4,52.93,8.46,1.35,2.06,2.5
"2021-01-10T12:00:00.000Z",1,233.65,0.95,14.4,55.79,8.46,1.26,1.99,2.6
"2021-01-10T13:00:00.000Z",1,226.97,0.65,14.05,59.37,7.99,1.03,1.73,2.19
"2021-01-10T14:00:00.000Z",1,223.64,0.19,12,62.94,6.5,0.75,1.39,1.81
"2021-01-10T15:00:00.000Z",1,220.3,0.01,8.65,66.52,4.83,0.56,1.16,1.65
"2021-01-10T16:00:00.000Z",1,223.64,0,6.94,69.38,3.99,0.51,1.1,1.62
"2021-01-10T17:00:00.000Z",1,223.64,0,7.28,67.95,3.99,0.58,1.16,1.87
"2021-01-10T18:00:00.000Z",1,226.97,0,7.2,66.52,3.7,0.66,1.2,1.73
"2021-01-10T19:00:00.000Z",1,226.97,0,5.66,70.81,2.8,0.51,0.93,0.93
"2021-01-10T20:00:00.000Z",1,223.64,0,4.16,73.67,2.21,0.5,0.79,0.46
"2021-01-10T21:00:00.000Z",1,216.96,0,3.3,73.67,1.91,0.5,0.74,0.31
"2021-01-10T22:00:00.000Z",1,216.96,0,3.34,71.53,1.86,0.5,0.74,0.37
"2021-01-10T23:00:00.000Z",1,216.96,0,4.84,66.52,2.68,0.5,0.76,0.78
"2021-01-11T00:00:00.000Z",1,220.3,0,6.68,62.23,3.82,0.68,0.97,1.44
"2021-01-11T01:00:00.000Z",1,226.97,0,9,57.94,5.07,1,1.31,2.28
"2021-01-11T02:00:00.000Z",1,226.97,0,8.82,56.51,4.65,1.12,1.42,2.6
"2021-01-11T03:00:00.000Z",1,223.64,0,7.28,57.22,3.46,1.03,1.31,2.22
"2021-01-11T04:00:00.000Z",1,216.96,0,5.48,60.8,2.83,0.82,1.06,1.77
"2021-01-11T05:00:00.000Z",1,213.62,0,5.74,61.51,3.13,0.79,1.03,1.49
"2021-01-11T06:00:00.000Z",1,216.96,0,7.71,60.8,4.41,1.03,1.37,1.65
"2021-01-11T07:00:00.000Z",1,223.64,0,10.71,59.37,6.02,1.49,1.95,2.22
"2021-01-11T08:00:00.000Z",1,233.65,0,14.57,50.78,7.33,2.36,2.88,2.95
"2021-01-11T09:00:00.000Z",1,250.34,0.01,16.45,41.13,6.74,3.79,4.43,3.07
"2021-01-11T10:00:00.000Z",1,263.69,0.03,14.57,36.84,3.79,4.62,5.41,2.22
"2021-01-11T11:00:00.000Z",1,263.69,0.09,13.54,34.33,2.77,4.52,5.2,2.22
"2021-01-11T12:00:00.000Z",1,263.69,0.12,12.85,33.98,2.5,3.95,4.43,2
"2021-01-11T13:00:00.000Z",1,260.35,0.08,10.71,36.12,2.27,3.7,4.11,1.54
"2021-01-11T14:00:00.000Z",1,257.02,0.03,9.51,36.48,2.59,3.68,4.09,1.28
"2021-01-11T15:00:00.000Z",1,257.02,0.01,10.37,37.19,3.99,3.13,3.6,1.11
"2021-01-11T16:00:00.000Z",1,260.35,0,13.37,37.91,6.62,2.82,3.46,1.12
"2021-01-11T17:00:00.000Z",1,260.35,0,15.59,39.34,9.06,2.92,3.69,1.11
"2021-01-11T18:00:00.000Z",1,260.35,0,15.94,40.77,10.13,3.05,3.84,1.09
"2021-01-11T19:00:00.000Z",1,260.35,0,15.08,40.41,9.89,3.06,3.75,1.12
"2021-01-11T20:00:00.000Z",1,260.35,0,14.05,40.41,8.94,2.97,3.64,1.2
"2021-01-11T21:00:00.000Z",1,257.02,0,11.65,45.06,6.97,2.4,3.04,1.16
"2021-01-11T22:00:00.000Z",1,243.66,0,9.17,52.93,5.13,1.52,2.15,1.09
"2021-01-11T23:00:00.000Z",1,236.99,0,8.48,58.65,4.41,0.98,1.64,1.12
"2021-01-12T00:00:00.000Z",1,230.31,0,8.57,61.51,4.29,0.75,1.39,1.17
"2021-01-12T01:00:00.000Z",1,226.97,0,9.77,61.51,5.01,0.69,1.25,1.25
"2021-01-12T02:00:00.000Z",1,226.97,0,11.48,60.8,6.5,0.74,1.17,1.33
"2021-01-12T03:00:00.000Z",1,223.64,0,12.17,57.94,7.57,0.8,1.1,1.35
"2021-01-12T04:00:00.000Z",1,220.3,0,11.82,55.08,7.45,0.77,1.02,1.49
"2021-01-12T05:00:00.000Z",1,216.96,0,10.28,55.79,6.44,0.64,0.94,1.93
"2021-01-12T06:00:00.000Z",1,216.96,0,7.97,61.51,5.01,0.52,0.92,2.03
"2021-01-12T07:00:00.000Z",1,216.96,0,7.37,64.37,4.53,0.51,0.99,2.22
"2021-01-12T08:00:00.000Z",1,220.3,0,7.88,65.09,4.71,0.59,1.11,2.53
"2021-01-12T09:00:00.000Z",1,223.64,0.01,7.71,67.23,4.47,0.62,1.12,2.6
"2021-01-12T10:00:00.000Z",1,223.64,0.07,6.6,70.1,3.7,0.52,0.96,2.22
"2021-01-12T11:00:00.000Z",1,220.3,0.21,5.83,70.81,3.34,0.5,0.91,1.81
"2021-01-12T12:00:00.000Z",1,216.96,0.33,5.57,69.38,3.28,0.5,0.9,1.62
"2021-01-12T13:00:00.000Z",1,211.95,0.27,5.27,68.67,3.1,0.5,0.86,1.38
"2021-01-12T14:00:00.000Z",1,210.29,0.11,5.31,67.23,2.89,0.5,0.84,1.3
"2021-01-12T15:00:00.000Z",1,210.29,0.01,5.4,64.37,2.83,0.5,0.81,1.22
"2021-01-12T16:00:00.000Z",1,211.95,0,5.66,61.51,3.04,0.5,0.81,1.27
"2021-01-12T17:00:00.000Z",1,213.62,0,6.43,58.65,3.7,0.5,0.83,1.24
"2021-01-12T18:00:00.000Z",1,220.3,0,7.97,55.08,5.01,0.5,0.9,1.3
"2021-01-12T19:00:00.000Z",1,226.97,0,10.54,50.78,6.86,0.71,1.17,1.68
"2021-01-12T20:00:00.000Z",1,236.99,0,13.88,47.21,8.94,1.17,1.7,2.57
"2021-01-12T21:00:00.000Z",1,253.68,0,16.62,42.92,10.37,2.09,2.78,4.31
"2021-01-12T22:00:00.000Z",1,273.71,0,16.97,39.34,9.78,3.58,4.53,6.97
"2021-01-12T23:00:00.000Z",1,280.38,0,14.22,38.27,7.03,4.26,5.53,8.36
"2021-01-13T00:00:00.000Z",1,267.03,0,10.03,39.34,4.53,3.57,5.17,7.35
"2021-01-13T01:00:00.000Z",1,267.03,0,9.43,39.34,4.65,3.69,4.96,5.38
"2021-01-13T02:00:00.000Z",1,270.37,0,9.08,37.91,3.79,4.32,5.17,4.69
"2021-01-13T03:00:00.000Z",1,263.69,0,7.63,38.98,2.8,4.3,4.92,3.8
"2021-01-13T04:00:00.000Z",1,247,0,5.57,42.92,2.38,3.7,4.12,2.34
"2021-01-13T05:00:00.000Z",1,236.99,0,3.73,47.21,1.7,2.93,3.15,1.22
"2021-01-13T06:00:00.000Z",1,233.65,0,2.49,52.21,1.13,1.78,1.94,0.73
"2021-01-13T07:00:00.000Z",1,230.31,0,2.23,55.08,1.21,0.79,0.9,0.51
"2021-01-13T08:00:00.000Z",1,230.31,0,2.44,58.65,1.55,0.72,0.82,0.42
"2021-01-13T09:00:00.000Z",1,230.31,0,2.42,60.08,2.24,1.06,1.17,0.38
"2021-01-13T10:00:00.000Z",1,226.97,0,1.97,63.66,1.89,0.63,0.74,0.37
"2021-01-13T11:00:00.000Z",1,223.64,0.01,1.46,63.66,1.1,0.5,0.61,0.41
"2021-01-13T12:00:00.000Z",1,216.96,0.01,0.99,65.8,0.58,0.5,0.61,0.4
"2021-01-13T13:00:00.000Z",1,216.96,0.01,0.87,68.67,0.47,0.5,0.65,0.44
"2021-01-13T14:00:00.000Z",1,226.97,0,1.41,62.94,0.85,0.5,0.69,0.5
"2021-01-13T15:00:00.000Z",1,257.02,0,3.04,47.92,2.06,0.5,0.7,0.53
"2021-01-13T16:00:00.000Z",1,270.37,0,4.11,39.34,2.92,0.5,0.69,0.53
"2021-01-13T17:00:00.000Z",1,263.69,0,4.03,40.05,3.13,0.5,0.69,0.53
"2021-01-13T18:00:00.000Z",1,253.68,0,3.47,42.56,2.92,0.5,0.69,0.54
"2021-01-13T19:00:00.000Z",1,247,0,2.87,44.35,2.5,0.5,0.7,0.55
"2021-01-13T20:00:00.000Z",1,243.66,0,2.34,45.78,2.09,0.5,0.69,0.56
"2021-01-13T21:00:00.000Z",1,243.66,0,1.93,47.21,1.74,0.5,0.68,0.58
"2021-01-13T22:00:00.000Z",1,240.33,0,1.65,49.35,1.42,0.5,0.67,0.59
"2021-01-13T23:00:00.000Z",1,240.33,0,1.44,50.78,1.15,0.5,0.65,0.63
"2021-01-14T00:00:00.000Z",1,236.99,0,1.27,51.5,0.95,0.5,0.63,0.67
"2021-01-14T01:00:00.000Z",1,236.99,0,1.18,52.21,0.84,0.5,0.62,0.7
"2021-01-14T02:00:00.000Z",1,233.65,0,1.14,52.21,0.8,0.5,0.63,0.74
"2021-01-14T03:00:00.000Z",1,233.65,0,1.11,52.93,0.79,0.5,0.65,0.78
"2021-01-14T04:00:00.000Z",1,233.65,0,1.1,52.93,0.8,0.5,0.66,0.84
"2021-01-14T05:00:00.000Z",1,233.65,0,1.09,52.93,0.78,0.5,0.68,0.93
"2021-01-14T06:00:00.000Z",1,236.99,0,1.23,52.93,0.8,0.5,0.72,1.09
"2021-01-14T07:00:00.000Z",1,240.33,0,1.56,52.93,0.86,0.5,0.77,1.24
"2021-01-14T08:00:00.000Z",1,240.33,0,1.86,52.93,0.92,0.5,0.84,1.39
"2021-01-14T09:00:00.000Z",1,243.66,0.01,1.99,52.21,0.97,0.54,0.97,1.52
"2021-01-14T10:00:00.000Z",1,243.66,0.09,2.08,52.21,1.01,0.6,1.09,1.65
"2021-01-14T11:00:00.000Z",1,240.33,0.2,2.16,51.5,1.04,0.61,1.14,1.77
"2021-01-14T12:00:00.000Z",1,240.33,0.27,2.31,51.5,1.04,0.62,1.16,1.88
"2021-01-14T13:00:00.000Z",1,240.33,0.24,2.64,50.78,1.04,0.65,1.22,2
"2021-01-14T14:00:00.000Z",1,240.33,0.13,3,50.07,1.04,0.7,1.32,2.12
"2021-01-14T15:00:00.000Z",1,243.66,0.02,3.21,49.35,1.06,0.74,1.38,2.28
"2021-01-14T16:00:00.000Z",1,243.66,0.01,3.47,47.92,1.09,0.82,1.45,2.63
"2021-01-14T17:00:00.000Z",1,247,0.01,4.16,45.06,1.18,1,1.65,3.2
"2021-01-14T18:00:00.000Z",1,253.68,0.01,4.71,42.56,1.37,1.23,1.97,3.83
"2021-01-14T19:00:00.000Z",1,253.68,0.01,4.84,41.49,1.59,1.44,2.25,4.37
"2021-01-14T20:00:00.000Z",1,257.02,0.01,4.67,40.77,1.68,1.55,2.4,4.75
"2021-01-14T21:00:00.000Z",1,257.02,0.01,4.5,40.41,1.73,1.62,2.56,5.07
"2021-01-14T22:00:00.000Z",1,257.02,0.01,4.41,39.34,1.62,1.62,2.59,5.38
"2021-01-14T23:00:00.000Z",1,253.68,0.01,4.07,38.62,1.24,1.42,2.32,5.51
"2021-01-15T00:00:00.000Z",1,250.34,0,3.64,37.55,0.97,1.22,2,5.64
"2021-01-15T01:00:00.000Z",1,247,0,3.17,37.19,0.85,1.09,1.73,5.7
"2021-01-15T02:00:00.000Z",1,247,0,2.79,37.55,0.79,0.99,1.53,5.32
"2021-01-15T03:00:00.000Z",1,247,0,2.7,37.55,0.85,1.03,1.54,4.62
"2021-01-15T04:00:00.000Z",1,253.68,0,3.34,35.76,1.19,1.34,1.93,3.99
"2021-01-15T05:00:00.000Z",1,263.69,0,4.41,32.19,1.59,1.76,2.45,4.18
"2021-01-15T06:00:00.000Z",1,273.71,0.01,5.48,28.97,2.03,2.16,2.96,4.5
"2021-01-15T07:00:00.000Z",1,277.04,0.02,6.17,26.82,2.27,2.41,3.29,4.75
"2021-01-15T08:00:00.000Z",1,283.72,0.03,7.11,25.03,2.53,2.68,3.72,5
"2021-01-15T09:00:00.000Z",1,290.39,0.08,8.57,23.25,3.01,3.1,4.5,5.32
"2021-01-15T10:00:00.000Z",1,297.07,0.75,10.03,23.25,3.82,3.61,5.44,5.51
"2021-01-15T11:00:00.000Z",1,303.75,1.77,10.88,25.03,4.77,4.03,6.18,5.32
"2021-01-15T12:00:00.000Z",1,307.08,2.32,12,26.82,5.96,4.3,6.54,4.75
"2021-01-15T13:00:00.000Z",1,317.1,2.32,15.25,27.18,7.75,4.76,7.18,4.43
"2021-01-15T14:00:00.000Z",1,330.45,1.58,20.39,22.89,8.46,5.52,8.43,5.07
"2021-01-15T15:00:00.000Z",1,340.46,0.28,25.02,18.95,8.94,6.18,9.49,5.57
"2021-01-15T16:00:00.000Z",1,350.48,0.08,27.08,16.45,9.3,6.8,10.5,6.02
"2021-01-15T17:00:00.000Z",1,360.49,0.11,29.47,14.13,9.78,7.36,11.44,6.46
"2021-01-15T18:00:00.000Z",1,360.49,0.11,32.22,12.7,10.61,7.67,11.98,6.65
"2021-01-15T19:00:00.000Z",1,360.49,0.1,33.59,12.7,11.09,7.9,12.27,6.84
"2021-01-15T20:00:00.000Z",1,357.15,0.07,33.24,13.41,10.97,7.91,12.22,6.9
"2021-01-15T21:00:00.000Z",1,347.14,0.05,31.87,15.2,10.49,7.65,11.78,6.71
"2021-01-15T22:00:00.000Z",1,340.46,0.04,30.5,16.63,9.89,7.37,11.33,6.65
"2021-01-15T23:00:00.000Z",1,340.46,0.03,29.13,16.09,8.82,7.47,11.54,6.78
"2021-01-16T00:00:00.000Z",1,350.48,0.03,29.47,13.77,8.23,8.09,12.51,7.16
"2021-01-16T01:00:00.000Z",1,367.17,0.03,30.5,11.62,8.23,9.03,13.69,7.35
"2021-01-16T02:00:00.000Z",2,387.19,0.03,30.16,10.82,8.46,10.1,14.53,7.09
"2021-01-16T03:00:00.000Z",2,403.88,0.02,28.79,12.34,8.94,10.85,14.4,6.65
"2021-01-16T04:00:00.000Z",1,390.53,0.01,25.36,17.7,9.3,9.75,12.19,5.89
"2021-01-16T05:00:00.000Z",1,360.49,0.01,21.42,22.17,8.23,7.93,9.75,5.57
"2021-01-16T06:00:00.000Z",1,337.12,0.01,19.02,24.32,7.27,6.56,8.1,5.45
"2021-01-16T07:00:00.000Z",1,320.44,0.01,17.31,26.46,6.56,5.65,7.09,5.32
"2021-01-16T08:00:00.000Z",1,307.08,0.01,15.77,28.25,5.84,5.08,6.56,5.38
"2021-01-16T09:00:00.000Z",1,303.75,0.09,15.08,28.97,5.36,4.78,6.44,5.45
"2021-01-16T10:00:00.000Z",1,300.41,0.87,14.74,31.83,5.36,4.63,6.52,5.38
"2021-01-16T11:00:00.000Z",1,303.75,1.75,13.88,35.41,5.72,4.64,6.68,5.13
"2021-01-16T12:00:00.000Z",1,307.08,1.98,13.88,39.7,6.74,4.61,6.65,4.56
"2021-01-16T13:00:00.000Z",1,307.08,1.62,15.08,42.2,7.87,4.49,6.41,4.12
"2021-01-16T14:00:00.000Z",1,310.42,0.8,15.42,40.77,7.03,4.53,6.4,4.62
"2021-01-16T15:00:00.000Z",1,300.41,0.08,11.82,40.77,4.65,3.79,5.28,5.38
"2021-01-16T16:00:00.000Z",1,280.38,0.01,7.28,42.56,2.65,2.74,3.78,6.14
"2021-01-16T17:00:00.000Z",1,263.69,0.01,5.36,42.56,1.79,2.04,2.83,6.21
"2021-01-16T18:00:00.000Z",1,257.02,0.01,4.71,42.92,1.73,1.73,2.4,5.89
